ID_Venda;Data_Compra;Ano;Mes;Evento;Cidade;Estado;Regiao;Categoria_Evento;Publico_Alvo;Canal_Aquisicao;Tipo_Ingresso;Forma_Pagamento;Status_Venda;Genero_Cliente;Idade_Cliente;Preco_Ingresso_BRL;Quantidade;Valor_Bruto_BRL;Desconto_BRL;Receita_Liquida_BRL;Custo_Evento_BRL;Curtidas_Campanha;Compartilhamentos_Campanha;Novos_Seguidores;Satisfacao;Sentimento_Publico
31936;2025-09-28;2025;9;Anime Friends;Brasília;DF;Centro-Oeste;Anime;Adulto;TikTok;Pista;Cartão Débito;Confirmado;Não informado;42;116,73;1;116,73;0,00;116,73;52,40;264;59;36;6;Positivo
31937;2025-01-18;2025;1;Encontro Cosplay;São Paulo;SP;Sudeste;Anime;Adolescente;TikTok;Pista;Pix;Check-in realizado;Masculino;16;143,02;1;143,02;7,15;135,87;56,37;984;129;50;5;Positivo
31938;2025-12-09;2025;12;Campus Party;Porto Alegre;RS;Sul;Games;Jovem adulto;Email Marketing;Pista;Pix;Reembolsado;Masculino;22;124,98;1;124,98;6,25;0,00;33,03;248;38;16;4;Negativo
31939;2026-02-02;2026;2;Lançamento Indie;Manaus;AM;Norte;Cultura Geek;Adulto;TikTok;VIP;Pix;Confirmado;Masculino;19;312,36;3;937,08;140,56;796,52;535,32;2614;534;143;8;Positivo
31940;2025-03-30;2025;3;Maratona Streamer;Curitiba;PR;Sul;Games;Jovem adulto;Instagram;Meet & Greet;Cartão Débito;Check-in realizado;Feminino;26;505,66;1;505,66;0,00;505,66;340,50;149;7;7;8;Muito positivo
31941;2025-02-25;2025;2;Maratona Streamer;Florianópolis;SC;Sul;Cultura Geek;Adolescente;Indicação;Camarote;Pix;Confirmado;Masculino;34;506,52;3;1519,57;151,96;1367,61;976,54;31;8;4;8;Positivo
31942;2025-07-15;2025;7;CCXP;Manaus;AM;Norte;K-pop;Adolescente;Instagram;Pista;Cartão Crédito;Confirmado;Masculino;24;81,34;1;81,34;16,27;65,07;58,36;3073;805;340;10;Muito positivo
31943;2025-02-17;2025;2;Maratona Streamer;Rio de Janeiro;RJ;Sudeste;Games;Adolescente;Google;Pista;Pix;Check-in realizado;Masculino;14;87,21;1;87,21;0,00;87,21;30,02;101;25;8;2;Negativo
31944;2025-03-26;2025;3;Festival K-pop;Fortaleza;CE;Nordeste;K-pop;Família;Indicação;Pista;Carteira Digital;Check-in realizado;Não informado;42;112,11;1;112,11;33,63;78,48;45,84;151;22;8;2;Neutro
31945;2025-10-15;2025;10;Brasil Game Show;Curitiba;PR;Sul;Anime;Jovem adulto;TikTok;Pista;Cartão Débito;Check-in realizado;Feminino;49;53,92;2;107,85;21,57;86,28;72,15;1492;268;142;6;Neutro
31946;2025-08-08;2025;8;Torneio E-sports;Salvador;BA;Nordeste;K-pop;Adolescente;Google;Meet & Greet;Cartão Crédito;Confirmado;Masculino;53;441,78;1;441,78;66,27;375,51;252,76;828;61;26;7;Neutro
31947;2026-05-08;2026;5;Feira Geek Local;Brasília;DF;Centro-Oeste;E-sports;Adolescente;TikTok;Online;Cartão Débito;Confirmado;Feminino;30;38,40;1;38,40;1,92;36,48;24,67;4180;935;448;8;Muito positivo
31948;2025-06-21;2025;6;Lançamento Indie;Belém;PA;Norte;Games;Adulto;Indicação;Pista;Cartão Crédito;Check-in realizado;Masculino;19;127,64;1;127,64;0,00;127,64;82,21;99;4;7;4;Neutro
31949;2025-08-31;2025;8;CCXP;Florianópolis;SC;Sul;K-pop;Jovem adulto;TikTok;Pista;Pix;Confirmado;Masculino;31;187,39;1;187,39;18,74;168,65;121,93;1075;194;89;2;Negativo
31950;2025-09-25;2025;9;Anime Friends;Belém;PA;Norte;Tecnologia;Adolescente;Twitch;Online;Pix;Confirmado;Feminino;28;66,50;2;133,00;0,00;133,00;46,92;1340;373;200;2;Neutro
31951;2026-04-28;2026;4;Campus Party;Brasília;DF;Centro-Oeste;Tecnologia;Família;Indicação;VIP;Cartão Crédito;Confirmado;Feminino;45;387,52;1;387,52;38,75;348,77;133,84;392;84;30;9;Positivo
31952;2025-05-22;2025;5;Feira Geek Local;Curitiba;PR;Sul;Quadrinhos;Família;TikTok;Pista;Boleto;Check-in realizado;Feminino;30;65,45;2;130,90;0,00;130,90;84,62;1146;129;69;6;Positivo
31953;2025-05-19;2025;5;Torneio E-sports;São Paulo;SP;Sudeste;K-pop;Adolescente;Instagram;Pista;Cartão Crédito;Confirmado;Feminino;29;133,75;3;401,24;0,00;401,24;180,94;420;40;22;2;Neutro
31954;2025-12-02;2025;12;Lançamento Indie;Manaus;AM;Norte;Games;Adulto;Instagram;Camarote;Pix;Confirmado;Masculino;29;270,81;2;541,62;0,00;541,62;228,42;812;185;59;10;Muito positivo
31955;2025-12-28;2025;12;CCXP;Brasília;DF;Centro-Oeste;Anime;Adulto;Email Marketing;Camarote;Cartão Crédito;Confirmado;Feminino;30;581,24;1;581,24;29,06;552,18;245,93;198;48;9;6;Muito positivo
31956;2025-02-05;2025;2;CCXP;Curitiba;PR;Sul;Cultura Geek;Jovem adulto;Indicação;Camarote;Pix;Confirmado;Masculino;31;380,02;4;1520,09;152,01;1368,08;936,38;55;7;5;6;Negativo
31957;2026-04-27;2026;4;Brasil Game Show;Salvador;BA;Nordeste;Anime;Adolescente;Instagram;VIP;Pix;Check-in realizado;Feminino;30;220,36;1;220,36;0,00;220,36;89,99;334;28;17;10;Muito positivo
31958;2025-08-03;2025;8;CCXP;Belo Horizonte;MG;Sudeste;Cosplay;Jovem adulto;Google;Pista;Cartão Crédito;Confirmado;Masculino;53;80,04;2;160,09;0,00;160,09;87,41;420;25;21;4;Negativo
31959;2026-04-23;2026;4;Torneio E-sports;Porto Alegre;RS;Sul;Cosplay;Adolescente;Email Marketing;VIP;Cartão Crédito;Confirmado;Masculino;13;291,58;1;291,58;43,74;247,84;121,90;89;20;10;7;Neutro
31960;2026-02-21;2026;2;Encontro Cosplay;Porto Alegre;RS;Sul;Quadrinhos;Creator/Influencer;YouTube;Pista;Carteira Digital;Confirmado;Masculino;17;102,85;1;102,85;0,00;102,85;39,63;204;33;18;5;Neutro
31961;2025-12-04;2025;12;Torneio E-sports;Curitiba;PR;Sul;Quadrinhos;Adolescente;Instagram;Pista;Pix;Confirmado;Masculino;14;73,80;2;147,60;14,76;132,84;61,24;708;35;25;4;Neutro
31962;2025-06-22;2025;6;Feira Geek Local;Campinas;SP;Sudeste;E-sports;Família;TikTok;Pista;Pix;Check-in realizado;Masculino;15;81,34;1;81,34;0,00;81,34;44,97;435;90;42;6;Neutro
31963;2025-03-15;2025;3;Anime Friends;Rio de Janeiro;RJ;Sudeste;Anime;Adolescente;TikTok;Pista;Cartão Crédito;Check-in realizado;Masculino;32;86,57;1;86,57;0,00;86,57;30,24;373;71;13;7;Positivo
31964;2025-10-06;2025;10;Lançamento Indie;Indaiatuba;SP;Sudeste;Anime;Jovem adulto;Instagram;Pista;Cartão Crédito;Confirmado;Feminino;24;98,86;2;197,72;39,54;158,18;109,99;120;24;11;8;Positivo
31965;2025-05-01;2025;5;Maratona Streamer;São Paulo;SP;Sudeste;K-pop;Jovem adulto;TikTok;Online;Pix;Check-in realizado;Feminino;15;35,53;1;35,53;0,00;35,53;13,18;576;151;41;7;Positivo
31966;2026-03-16;2026;3;Lançamento Indie;São Paulo;SP;Sudeste;Games;Adolescente;TikTok;VIP;Cartão Crédito;Check-in realizado;Não informado;49;264,71;2;529,43;26,47;502,96;378,07;2664;165;188;9;Muito positivo
31967;2025-08-02;2025;8;Brasil Game Show;Campinas;SP;Sudeste;E-sports;Jovem adulto;YouTube;Pista;Boleto;Check-in realizado;Feminino;46;96,82;2;193,65;9,68;183,97;75,51;1570;222;83;10;Muito positivo
31968;2025-04-13;2025;4;Maratona Streamer;São Paulo;SP;Sudeste;Anime;Jovem adulto;TikTok;VIP;Pix;Confirmado;Feminino;27;267,71;1;267,71;26,77;240,94;107,55;4110;542;397;10;Muito positivo
31969;2025-04-20;2025;4;Brasil Game Show;Brasília;DF;Centro-Oeste;Games;Adulto;Email Marketing;VIP;Cartão Crédito;Confirmado;Feminino;15;405,43;1;405,43;40,54;364,89;263,69;27;3;1;8;Muito positivo
31970;2025-06-16;2025;6;Festival K-pop;Fortaleza;CE;Nordeste;Anime;Adolescente;TikTok;Pista;Boleto;Check-in realizado;Feminino;17;57,87;2;115,74;23,15;92,59;52,89;1993;222;124;6;Muito positivo
31971;2025-12-11;2025;12;CCXP;Brasília;DF;Centro-Oeste;Anime;Jovem adulto;TikTok;Meet & Greet;Pix;Reembolsado;Feminino;43;913,07;1;913,07;0,00;0,00;183,48;1390;311;57;3;Negativo
31972;2025-02-14;2025;2;CCXP;Indaiatuba;SP;Sudeste;Quadrinhos;Creator/Influencer;TikTok;Pista;Cartão Débito;Check-in realizado;Masculino;51;168,04;3;504,13;0,00;504,13;228,35;287;20;7;8;Muito positivo
31973;2025-07-18;2025;7;Torneio E-sports;Recife;PE;Nordeste;E-sports;Jovem adulto;Instagram;Pista;Cartão Crédito;Cancelado;Feminino;28;129,24;1;129,24;25,85;0,00;24,67;73;17;2;2;Negativo
31974;2026-02-01;2026;2;Brasil Game Show;Rio de Janeiro;RJ;Sudeste;Quadrinhos;Família;TikTok;Pista;Pix;Cancelado;Feminino;41;139,55;1;139,55;41,87;0,00;26,30;1250;298;157;2;Negativo
31975;2025-08-01;2025;8;Torneio E-sports;São Paulo;SP;Sudeste;Anime;Família;TikTok;VIP;Pix;Confirmado;Masculino;42;400,79;1;400,79;40,08;360,71;185,74;568;43;22;9;Positivo
31976;2025-08-24;2025;8;Lançamento Indie;Fortaleza;CE;Nordeste;Cultura Geek;Jovem adulto;Twitch;Online;Pix;Confirmado;Feminino;38;68,71;5;343,53;17,18;326,35;131,07;892;169;58;8;Positivo
31977;2026-03-31;2026;3;Torneio E-sports;Fortaleza;CE;Nordeste;Games;Adulto;YouTube;Meet & Greet;Pix;Check-in realizado;Masculino;54;419,52;2;839,04;83,90;755,14;308,42;1216;232;62;9;Positivo
31978;2025-04-18;2025;4;CCXP;Belo Horizonte;MG;Sudeste;E-sports;Jovem adulto;YouTube;Pista;Pix;Confirmado;Masculino;50;128,93;1;128,93;0,00;128,93;68,92;962;150;55;3;Neutro
31979;2026-03-16;2026;3;Maratona Streamer;Belém;PA;Norte;E-sports;Adolescente;Twitch;VIP;Cartão Crédito;Check-in realizado;Masculino;39;352,94;1;352,94;0,00;352,94;196,41;775;108;47;8;Positivo
31980;2025-09-20;2025;9;Feira Geek Local;Indaiatuba;SP;Sudeste;E-sports;Família;TikTok;Pista;Cartão Crédito;Confirmado;Masculino;25;133,42;2;266,84;0,00;266,84;91,43;1034;220;102;6;Neutro
31981;2025-12-01;2025;12;Anime Friends;Indaiatuba;SP;Sudeste;E-sports;Adolescente;Google;Online;Cartão Crédito;Check-in realizado;Feminino;21;90,28;1;90,28;4,51;85,77;49,27;77;10;5;2;Neutro
31982;2025-06-10;2025;6;Feira Geek Local;Rio de Janeiro;RJ;Sudeste;E-sports;Adulto;TikTok;Pista;Carteira Digital;Confirmado;Feminino;41;77,30;2;154,60;15,46;139,14;51,08;2184;226;194;6;Neutro
31983;2025-07-01;2025;7;Lançamento Indie;São Paulo;SP;Sudeste;Tecnologia;Jovem adulto;Email Marketing;Pista;Cartão Crédito;Check-in realizado;Masculino;40;122,26;3;366,77;36,68;330,09;209,30;36;5;2;8;Muito positivo
31984;2026-03-24;2026;3;CCXP;Goiânia;GO;Centro-Oeste;Games;Adulto;Instagram;Pista;Cartão Débito;Confirmado;Feminino;54;88,75;1;88,75;0,00;88,75;57,31;725;50;52;10;Muito positivo
31985;2025-07-29;2025;7;Feira Geek Local;Goiânia;GO;Centro-Oeste;Cultura Geek;Adolescente;TikTok;Pista;Cartão Débito;Check-in realizado;Masculino;30;100,20;2;200,40;30,06;170,34;120,75;1175;161;57;10;Positivo
31986;2025-04-20;2025;4;Anime Friends;São Paulo;SP;Sudeste;E-sports;Adulto;TikTok;Pista;Pix;Confirmado;Masculino;18;135,49;4;541,98;27,10;514,88;218,54;1462;145;55;1;Negativo
31987;2026-02-17;2026;2;Brasil Game Show;Florianópolis;SC;Sul;E-sports;Creator/Influencer;Google;Camarote;Pix;Confirmado;Feminino;28;573,60;3;1720,81;344,16;1376,65;562,32;108;14;7;6;Muito positivo
31988;2025-09-30;2025;9;Anime Friends;Indaiatuba;SP;Sudeste;E-sports;Adulto;Instagram;VIP;Pix;Confirmado;Masculino;30;415,98;1;415,98;0,00;415,98;259,24;561;78;54;7;Positivo
31989;2025-03-11;2025;3;Feira Geek Local;Salvador;BA;Nordeste;Cosplay;Adolescente;Instagram;Pista;Pix;Confirmado;Masculino;33;113,91;1;113,91;11,39;102,52;61,30;967;117;64;8;Positivo
31990;2025-07-27;2025;7;Campus Party;Rio de Janeiro;RJ;Sudeste;Cosplay;Adulto;YouTube;VIP;Cartão Crédito;Confirmado;Masculino;51;247,35;1;247,35;49,47;197,88;119,55;318;56;23;6;Neutro
31991;2025-11-05;2025;11;Brasil Game Show;Salvador;BA;Nordeste;Tecnologia;Adolescente;Indicação;Pista;Pix;Check-in realizado;Feminino;41;134,56;2;269,12;0,00;269,12;174,26;115;10;5;4;Neutro
31992;2025-05-25;2025;5;Campus Party;Recife;PE;Nordeste;E-sports;Jovem adulto;TikTok;Online;Pix;Confirmado;Feminino;39;34,38;2;68,75;0,00;68,75;24,10;1833;386;186;6;Neutro
31993;2025-08-02;2025;8;Brasil Game Show;Belém;PA;Norte;Cosplay;Creator/Influencer;YouTube;Pista;Cartão Crédito;Confirmado;Feminino;53;116,41;2;232,82;0,00;232,82;100,66;811;159;63;4;Negativo
31994;2025-11-27;2025;11;CCXP;Brasília;DF;Centro-Oeste;Anime;Jovem adulto;Instagram;Pista;Pix;Confirmado;Não informado;52;109,68;3;329,04;65,81;263,23;206,51;839;82;32;4;Neutro
31995;2025-12-16;2025;12;Festival K-pop;Indaiatuba;SP;Sudeste;E-sports;Adulto;Instagram;VIP;Pix;Check-in realizado;Não informado;31;402,68;5;2013,39;0,00;2013,39;1391,89;704;107;30;9;Muito positivo
31996;2025-01-25;2025;1;Encontro Cosplay;Curitiba;PR;Sul;Anime;Jovem adulto;Twitch;Camarote;Cartão Crédito;Check-in realizado;Masculino;26;466,19;1;466,19;23,31;442,88;303,00;195;46;19;8;Muito positivo
31997;2026-02-22;2026;2;Encontro Cosplay;Porto Alegre;RS;Sul;Anime;Jovem adulto;TikTok;Pista;Carteira Digital;Confirmado;Feminino;32;105,36;2;210,72;0,00;210,72;114,07;4845;786;269;6;Negativo
31998;2025-07-22;2025;7;Brasil Game Show;Indaiatuba;SP;Sudeste;Games;Adolescente;TikTok;Camarote;Cartão Crédito;Confirmado;Não informado;46;413,78;1;413,78;0,00;413,78;257,64;1532;172;126;9;Muito positivo
31999;2026-02-20;2026;2;Feira Geek Local;Brasília;DF;Centro-Oeste;Games;Jovem adulto;YouTube;Pista;Cartão Crédito;Confirmado;Masculino;31;72,55;1;72,55;0,00;72,55;42,48;1793;259;145;3;Negativo
32000;2025-02-28;2025;2;Festival K-pop;Belém;PA;Norte;E-sports;Jovem adulto;TikTok;Pista;Pix;Check-in realizado;Masculino;33;101,83;1;101,83;10,18;91,65;58,36;3031;469;251;4;Neutro
32001;2025-09-20;2025;9;Brasil Game Show;Florianópolis;SC;Sul;Quadrinhos;Adulto;Indicação;Pista;Cartão Crédito;Confirmado;Masculino;21;161,73;2;323,47;0,00;323,47;219,49;370;91;30;2;Negativo
32002;2025-07-07;2025;7;Campus Party;Rio de Janeiro;RJ;Sudeste;Games;Creator/Influencer;Email Marketing;VIP;Cartão Crédito;Confirmado;Feminino;34;268,31;2;536,63;0,00;536,63;317,25;37;9;3;9;Muito positivo
32003;2025-04-08;2025;4;Torneio E-sports;Porto Alegre;RS;Sul;E-sports;Adolescente;YouTube;VIP;Pix;Confirmado;Feminino;27;232,22;3;696,65;0,00;696,65;405,92;130;15;12;7;Positivo
32004;2025-03-12;2025;3;Encontro Cosplay;Indaiatuba;SP;Sudeste;K-pop;Família;Twitch;VIP;Cartão Crédito;Check-in realizado;Masculino;44;312,68;2;625,36;0,00;625,36;404,29;700;192;101;7;Neutro
32005;2025-04-18;2025;4;Maratona Streamer;Belo Horizonte;MG;Sudeste;Games;Família;YouTube;Pista;Pix;Confirmado;Feminino;13;72,60;3;217,80;0,00;217,80;123,13;1497;318;152;5;Negativo
32006;2026-05-10;2026;5;Anime Friends;Goiânia;GO;Centro-Oeste;Cosplay;Adolescente;YouTube;Camarote;Pix;Check-in realizado;Masculino;34;962,94;2;1925,89;577,77;1348,12;646,19;341;22;21;8;Muito positivo
32007;2025-07-10;2025;7;Maratona Streamer;Belo Horizonte;MG;Sudeste;Anime;Creator/Influencer;Twitch;Meet & Greet;Pix;Check-in realizado;Não informado;28;880,90;5;4404,49;0,00;4404,49;1618,12;1241;201;59;7;Positivo
32008;2025-12-10;2025;12;Feira Geek Local;Fortaleza;CE;Nordeste;Anime;Jovem adulto;Google;VIP;Boleto;Confirmado;Feminino;20;308,66;1;308,66;61,73;246,93;187,84;125;12;4;10;Positivo
32009;2025-03-06;2025;3;Torneio E-sports;Recife;PE;Nordeste;E-sports;Família;TikTok;Pista;Pix;Confirmado;Masculino;17;106,42;1;106,42;10,64;95,78;70,02;1604;301;171;1;Negativo
32010;2026-03-29;2026;3;Lançamento Indie;Belo Horizonte;MG;Sudeste;K-pop;Adulto;YouTube;Pista;Cartão Crédito;Confirmado;Feminino;43;71,44;3;214,32;0,00;214,32;152,70;663;181;75;7;Muito positivo
32011;2025-06-01;2025;6;Brasil Game Show;Curitiba;PR;Sul;Quadrinhos;Adulto;YouTube;Pista;Pix;Check-in realizado;Masculino;23;143,05;4;572,20;0,00;572,20;243,36;2203;205;230;5;Muito positivo
32012;2026-04-16;2026;4;Anime Friends;Porto Alegre;RS;Sul;Games;Jovem adulto;TikTok;Pista;Carteira Digital;Check-in realizado;Feminino;13;84,84;1;84,84;0,00;84,84;51,35;1009;155;57;1;Negativo
32013;2026-04-13;2026;4;Feira Geek Local;Indaiatuba;SP;Sudeste;Anime;Jovem adulto;YouTube;VIP;Pix;Check-in realizado;Masculino;27;287,54;2;575,08;28,75;546,33;202,91;1951;467;128;7;Muito positivo
32014;2026-02-23;2026;2;Torneio E-sports;Belém;PA;Norte;E-sports;Adolescente;Instagram;Pista;Boleto;Confirmado;Masculino;34;61,21;1;61,21;6,12;55,09;43,99;322;17;13;3;Negativo
32015;2025-03-10;2025;3;Encontro Cosplay;Salvador;BA;Nordeste;E-sports;Adolescente;Indicação;VIP;Cartão Crédito;Confirmado;Masculino;21;272,67;4;1090,67;0,00;1090,67;517,08;80;17;10;7;Positivo
32016;2026-04-29;2026;4;Maratona Streamer;Salvador;BA;Nordeste;K-pop;Jovem adulto;Instagram;Pista;Pix;Confirmado;Masculino;33;70,71;1;70,71;7,07;63,64;28,87;1207;178;88;3;Negativo
32017;2026-02-08;2026;2;CCXP;São Paulo;SP;Sudeste;Games;Jovem adulto;YouTube;VIP;Cartão Crédito;Check-in realizado;Feminino;38;439,46;3;1318,37;0,00;1318,37;897,59;755;199;50;8;Negativo
32018;2026-04-27;2026;4;Feira Geek Local;Fortaleza;CE;Nordeste;Games;Família;TikTok;Pista;Pix;Confirmado;Feminino;51;85,75;1;85,75;0,00;85,75;45,70;1887;447;212;1;Negativo
32019;2026-02-23;2026;2;Festival K-pop;Fortaleza;CE;Nordeste;Tecnologia;Adulto;Email Marketing;VIP;Cartão Débito;Check-in realizado;Feminino;32;174,44;5;872,22;0,00;872,22;431,31;85;4;2;9;Positivo
32020;2025-02-28;2025;2;Brasil Game Show;Florianópolis;SC;Sul;Cosplay;Adulto;Twitch;Meet & Greet;Cartão Crédito;Confirmado;Feminino;34;1191,99;1;1191,99;357,60;834,39;712,61;270;14;6;8;Positivo
32021;2025-12-21;2025;12;Anime Friends;Belo Horizonte;MG;Sudeste;Quadrinhos;Adulto;Instagram;Meet & Greet;Pix;Confirmado;Feminino;50;925,64;1;925,64;185,13;740,51;642,34;1116;56;26;8;Muito positivo
32022;2025-08-03;2025;8;Anime Friends;Goiânia;GO;Centro-Oeste;Tecnologia;Adolescente;Email Marketing;Online;Boleto;Confirmado;Feminino;15;93,56;2;187,13;0,00;187,13;68,08;260;14;16;2;Negativo
32023;2026-02-14;2026;2;Feira Geek Local;São Paulo;SP;Sudeste;Games;Jovem adulto;Indicação;Pista;Cartão Crédito;Confirmado;Feminino;16;58,59;1;58,59;5,86;52,73;29,91;271;16;24;10;Positivo
32024;2026-02-19;2026;2;Campus Party;Curitiba;PR;Sul;E-sports;Jovem adulto;Google;Pista;Cartão Crédito;Confirmado;Masculino;51;91,16;2;182,33;18,23;164,10;124,13;251;41;23;4;Negativo
32025;2026-05-09;2026;5;Lançamento Indie;São Paulo;SP;Sudeste;Cosplay;Jovem adulto;TikTok;Meet & Greet;Pix;Check-in realizado;Feminino;45;944,33;2;1888,66;377,73;1510,93;961,12;1388;104;83;6;Muito positivo
32026;2025-05-09;2025;5;Maratona Streamer;Manaus;AM;Norte;Cosplay;Jovem adulto;Instagram;VIP;Carteira Digital;Confirmado;Masculino;53;298,97;2;597,94;119,59;478,35;414,27;327;84;19;9;Muito positivo
32027;2026-04-13;2026;4;Encontro Cosplay;Belo Horizonte;MG;Sudeste;K-pop;Adolescente;Instagram;VIP;Carteira Digital;Confirmado;Feminino;42;321,51;2;643,02;64,30;578,72;252,70;2840;757;410;8;Positivo
32028;2025-05-29;2025;5;Festival K-pop;Goiânia;GO;Centro-Oeste;E-sports;Adulto;Instagram;VIP;Boleto;Confirmado;Feminino;37;414,53;1;414,53;0,00;414,53;146,79;470;29;10;7;Positivo
32029;2025-10-10;2025;10;Festival K-pop;Curitiba;PR;Sul;Cultura Geek;Adulto;YouTube;Pista;Cartão Crédito;Check-in realizado;Feminino;47;125,29;2;250,57;0,00;250,57;147,24;2108;307;84;4;Neutro
32030;2025-10-26;2025;10;Torneio E-sports;Florianópolis;SC;Sul;Games;Família;Twitch;Pista;Pix;Check-in realizado;Feminino;30;139,06;1;139,06;13,91;125,15;76,88;896;189;91;4;Negativo
32031;2025-07-17;2025;7;Anime Friends;Florianópolis;SC;Sul;Quadrinhos;Jovem adulto;TikTok;Pista;Cartão Crédito;Check-in realizado;Masculino;34;139,25;2;278,49;13,92;264,57;175,78;690;183;76;9;Positivo
32032;2025-02-17;2025;2;Brasil Game Show;Rio de Janeiro;RJ;Sudeste;Anime;Jovem adulto;Instagram;Online;Pix;Check-in realizado;Feminino;52;41,05;1;41,05;0,00;41,05;17,88;707;100;41;6;Neutro
32033;2025-09-09;2025;9;CCXP;São Paulo;SP;Sudeste;Cultura Geek;Adulto;YouTube;Pista;Carteira Digital;Check-in realizado;Masculino;49;119,63;2;239,27;0,00;239,27;135,85;177;36;8;2;Negativo
32034;2025-12-19;2025;12;Festival K-pop;Fortaleza;CE;Nordeste;Quadrinhos;Adulto;TikTok;VIP;Cartão Crédito;Confirmado;Feminino;48;314,62;4;1258,48;125,85;1132,63;583,27;3607;829;403;10;Muito positivo
32035;2025-11-24;2025;11;Maratona Streamer;Salvador;BA;Nordeste;E-sports;Família;Instagram;Camarote;Pix;Reembolsado;Não informado;48;424,57;2;849,14;0,00;0,00;209,36;2556;322;226;5;Negativo
32036;2025-08-14;2025;8;Encontro Cosplay;Fortaleza;CE;Nordeste;E-sports;Creator/Influencer;Google;Camarote;Pix;Confirmado;Masculino;33;297,34;1;297,34;0,00;297,34;121,44;196;44;13;8;Positivo
32037;2025-10-24;2025;10;CCXP;São Paulo;SP;Sudeste;Cosplay;Adulto;Google;Pista;Cartão Débito;Reembolsado;Masculino;21;71,66;2;143,33;21,50;0,00;26,00;796;98;79;4;Negativo
32038;2026-01-23;2026;1;CCXP;Salvador;BA;Nordeste;Cultura Geek;Jovem adulto;Indicação;Pista;Carteira Digital;Confirmado;Feminino;33;73,77;1;73,77;3,69;70,08;27,25;231;17;21;6;Positivo
32039;2025-08-21;2025;8;Anime Friends;Florianópolis;SC;Sul;Quadrinhos;Jovem adulto;Instagram;VIP;Pix;Confirmado;Feminino;13;544,02;3;1632,07;81,60;1550,47;851,59;730;73;30;8;Muito positivo
32040;2025-09-08;2025;9;Festival K-pop;Campinas;SP;Sudeste;Tecnologia;Família;Instagram;Meet & Greet;Cartão Crédito;Cancelado;Masculino;41;377,08;1;377,08;75,42;0,00;59,26;2000;260;192;3;Negativo
32041;2026-01-05;2026;1;Campus Party;Indaiatuba;SP;Sudeste;Quadrinhos;Jovem adulto;TikTok;Pista;Pix;Confirmado;Masculino;48;92,08;1;92,08;9,21;82,87;42,72;97;19;2;10;Positivo
32042;2025-03-06;2025;3;Festival K-pop;Salvador;BA;Nordeste;Games;Família;Instagram;Pista;Boleto;Confirmado;Feminino;20;139,17;1;139,17;0,00;139,17;84,84;1440;191;54;2;Neutro
32043;2025-05-01;2025;5;Festival K-pop;Salvador;BA;Nordeste;Games;Adolescente;Instagram;VIP;Pix;Confirmado;Masculino;26;268,29;2;536,57;0,00;536,57;282,92;7485;1907;523;8;Positivo
32044;2025-03-09;2025;3;Festival K-pop;Indaiatuba;SP;Sudeste;Cultura Geek;Família;Email Marketing;VIP;Pix;Check-in realizado;Masculino;40;231,18;2;462,36;0,00;462,36;219,09;474;124;26;7;Neutro
32045;2025-10-26;2025;10;Encontro Cosplay;Brasília;DF;Centro-Oeste;Quadrinhos;Adolescente;Email Marketing;Pista;Pix;Check-in realizado;Feminino;47;66,89;2;133,78;0,00;133,78;56,02;200;21;19;2;Neutro
32046;2025-10-18;2025;10;CCXP;Indaiatuba;SP;Sudeste;E-sports;Jovem adulto;Instagram;Pista;Cartão Crédito;Confirmado;Masculino;25;86,71;1;86,71;13,01;73,70;62,29;1185;273;100;3;Negativo
32047;2026-03-02;2026;3;Campus Party;Indaiatuba;SP;Sudeste;Quadrinhos;Adolescente;YouTube;Pista;Pix;Confirmado;Feminino;40;87,05;1;87,05;4,35;82,70;34,10;188;41;26;1;Negativo
32048;2025-02-09;2025;2;Anime Friends;Porto Alegre;RS;Sul;Cultura Geek;Jovem adulto;TikTok;Online;Pix;Confirmado;Masculino;52;66,54;1;66,54;3,33;63,21;31,69;364;81;33;10;Muito positivo
32049;2025-08-22;2025;8;Campus Party;São Paulo;SP;Sudeste;Cultura Geek;Adulto;Instagram;Online;Cartão Crédito;Check-in realizado;Masculino;15;52,97;1;52,97;2,65;50,32;35,66;5008;1140;255;4;Neutro
32050;2025-09-13;2025;9;CCXP;Belém;PA;Norte;Tecnologia;Adulto;TikTok;Meet & Greet;Cartão Crédito;Check-in realizado;Feminino;37;916,93;4;3667,70;183,38;3484,32;1892,31;931;40;40;8;Positivo
32051;2025-01-15;2025;1;Lançamento Indie;Recife;PE;Nordeste;K-pop;Jovem adulto;YouTube;Pista;Boleto;Confirmado;Masculino;22;50,24;1;50,24;2,51;47,73;28,75;311;13;23;8;Muito positivo
32052;2025-10-20;2025;10;Festival K-pop;Porto Alegre;RS;Sul;Quadrinhos;Adolescente;Instagram;Camarote;Pix;Confirmado;Masculino;26;545,68;1;545,68;109,14;436,54;243,31;692;122;67;8;Muito positivo
